line_id,order_id,product_id,quantity,discount_pct
L01552,O50620,P2002,4,0.1
L01553,O50620,P2013,1,0.0
L01554,O50621,P2009,6,0.15
L01555,O50621,P2009,1,0.15
L01556,O50622,P2002,6,0.1
L01557,O50623,P2010,4,0.0
L01558,O50624,P2014,3,0.0
L01559,O50624,P2013,4,0.1
L01560,O50624,P2010,6,0.2
L01561,O50624,P2009,6,0.0
L01562,O50625,P2007,2,0.15
L01563,O50625,P2004,6,0.0
L01564,O50625,P2015,1,0.1
L01565,O50626,P2001,2,0.15
L01566,O50626,P2002,6,0.15
L01567,O50627,P2012,4,0.0
L01568,O50627,P2007,6,0.0
L01569,O50627,P2003,2,0.15
L01570,O50627,P2003,5,0.15
L01571,O50628,P2003,3,0.05
L01572,O50628,P2015,6,0.15
L01573,O50628,P2011,2,0.1
L01574,O50628,P2006,1,0.1
L01575,O50629,P2005,6,0.1
L01576,O50629,P2008,1,0.0
L01577,O50629,P2015,6,0.2
L01578,O50630,P2015,2,0.0
L01579,O50631,P2005,5,0.1
L01580,O50632,P2002,2,0.0
L01581,O50633,P2012,3,0.0
L01582,O50633,P2001,1,0.0
L01583,O50633,P2004,6,0.1
L01584,O50634,P2014,5,0.0
L01585,O50634,P2008,6,0.05
L01586,O50635,P2010,3,0.1
L01587,O50635,P2013,5,0.15
L01588,O50636,P2004,6,0.0
L01589,O50636,P2008,3,0.1
L01590,O50636,P2001,5,0.1
L01591,O50636,P2009,6,0.2
L01592,O50637,P2013,6,0.0
L01593,O50638,P2013,4,0.1
L01594,O50639,P2013,6,0.15
L01595,O50640,P2013,6,0.15
L01596,O50640,P2007,1,0.0
L01597,O50640,P2011,2,0.1
L01598,O50640,P2002,1,0.05
L01599,O50641,P2010,6,0.1
L01600,O50641,P2009,3,0.0
L01601,O50641,P2012,4,0.1
L01602,O50642,P2009,4,0.1
L01603,O50642,P2008,6,0.15
L01604,O50642,P2011,3,0.1
L01605,O50643,P2013,4,0.0
L01606,O50644,P2011,4,0.05
L01607,O50644,P2011,4,0.0
L01608,O50644,P2012,3,0.0
L01609,O50645,P2005,3,0.1
L01610,O50646,P2013,3,0.0
L01611,O50646,P2011,3,0.0
L01612,O50647,P2008,5,0.0
L01613,O50647,P2006,4,0.1
L01614,O50648,P2011,6,0.0
L01615,O50648,P2005,3,0.05
L01616,O50649,P2004,1,0.15
L01617,O50649,P2014,4,0.0
L01618,O50649,P2002,2,0.0
L00141,O50062,P2014,5,0.0
